Name,Score,Members,Favorites,Watching,Completed,On-Hold,Dropped,Plan to Watch,Score-10,Score-9,Score-8,Score-7,Score-6,Score-5,Score-4,Score-3,Score-2,Score-1,Finish_conv,Drop_rate,Fav_conv,Love_rate,Hate_rate,comp_dropped,Source_4-koma manga,Source_Book,Source_Card game,Source_Digital manga,Source_Game,Source_Light novel,Source_Manga,Source_Music,Source_Novel,Source_Original,Source_Other,Source_Picture book,Source_Radio,Source_Visual novel,Source_Web manga,Rating_G - All Ages,Rating_PG - Children,Rating_PG-13 - Teens 13 or older,Rating_R - 17+ (violence & profanity),Rating_R+ - Mild Nudity,Genre_1_Action,Genre_1_Adventure,Genre_1_Cars,Genre_1_Comedy,Genre_1_Dementia,Genre_1_Demons,Genre_1_Drama,Genre_1_Ecchi,Genre_1_Fantasy,Genre_1_Game,Genre_1_Harem,Genre_1_Historical,Genre_1_Horror,Genre_1_Kids,Genre_1_Magic,Genre_1_Martial Arts,Genre_1_Mecha,Genre_1_Military,Genre_1_Music,Genre_1_Mystery,Genre_1_Parody,Genre_1_Psychological,Genre_1_Romance,Genre_1_School,Genre_1_Sci-Fi,Genre_1_Seinen,Genre_1_Shounen,Genre_1_Shounen Ai,Genre_1_Slice of Life,Genre_1_Space,Genre_1_Sports,Genre_1_Super Power,Genre_1_Supernatural,Genre_2_ Adventure,Genre_2_ Cars,Genre_2_ Comedy,Genre_2_ Dementia,Genre_2_ Demons,Genre_2_ Drama,Genre_2_ Ecchi,Genre_2_ Fantasy,Genre_2_ Game,Genre_2_ Harem,Genre_2_ Historical,Genre_2_ Horror,Genre_2_ Josei,Genre_2_ Kids,Genre_2_ Magic,Genre_2_ Martial Arts,Genre_2_ Mecha,Genre_2_ Military,Genre_2_ Music,Genre_2_ Mystery,Genre_2_ Parody,Genre_2_ Police,Genre_2_ Psychological,Genre_2_ Romance,Genre_2_ Samurai,Genre_2_ School,Genre_2_ Sci-Fi,Genre_2_ Seinen,Genre_2_ Shoujo,Genre_2_ Shoujo Ai,Genre_2_ Shounen,Genre_2_ Shounen Ai,Genre_2_ Slice of Life,Genre_2_ Space,Genre_2_ Sports,Genre_2_ Super Power,Genre_2_ Supernatural,Genre_2_ Thriller,Genre_2_ Vampire,Genre_3_ Adventure,Genre_3_ Cars,Genre_3_ Comedy,Genre_3_ Dementia,Genre_3_ Demons,Genre_3_ Drama,Genre_3_ Ecchi,Genre_3_ Fantasy,Genre_3_ Game,Genre_3_ Harem,Genre_3_ Historical,Genre_3_ Horror,Genre_3_ Josei,Genre_3_ Kids,Genre_3_ Magic,Genre_3_ Martial Arts,Genre_3_ Mecha,Genre_3_ Military,Genre_3_ Music,Genre_3_ Mystery,Genre_3_ Parody,Genre_3_ Police,Genre_3_ Psychological,Genre_3_ Romance,Genre_3_ Samurai,Genre_3_ School,Genre_3_ Sci-Fi,Genre_3_ Seinen,Genre_3_ Shoujo,Genre_3_ Shoujo Ai,Genre_3_ Shounen,Genre_3_ Shounen Ai,Genre_3_ Slice of Life,Genre_3_ Space,Genre_3_ Sports,Genre_3_ Super Power,Genre_3_ Supernatural,Genre_3_ Thriller,Genre_3_ Vampire
Grenadier: Hohoemi no Senshi,6.688469832142404,49526,69,1793,30372,1695,2365,13301,978.0,1762.0,4149.0,7034.0,4927.0,2742.0,1175.0,514.0,237.0,133.0,0.6132536445503372,0.047752695553850505,0.0013932076081250252,0.11585133820980086,0.01564415880935267,12.842283298097252,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
.hack//Tasogare no Udewa Densetsu,6.611874554083816,60523,166,1290,43372,1824,2360,11677,1391.0,2264.0,5260.0,9124.0,7062.0,4101.0,1744.0,697.0,375.0,219.0,0.7166201278852667,0.03899344051021925,0.0027427589511425407,0.11337903651084158,0.018426032199025964,18.377966101694916,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cinderella Boy,6.282224094355518,5726,6,202,2893,269,397,1965,66.0,108.0,282.0,625.0,674.0,330.0,167.0,65.0,37.0,20.0,0.5052392595179881,0.06933286762137618,0.001047851903597625,0.07329401853411963,0.02401010951979781,7.287153652392947,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mirai Shounen Conan,8.073674897450333,35832,450,1576,15262,1183,754,17057,2403.0,2623.0,3487.0,2417.0,901.0,361.0,110.0,56.0,34.0,41.0,0.42593212770707745,0.021042643447198035,0.012558606831882117,0.4042467626477922,0.006032333306522963,20.24137931034483,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Aa! Megami-sama!: Chichaitte Koto wa Benri da ne,6.881187046463771,20009,37,544,12880,845,1176,4564,601.0,835.0,1694.0,2608.0,1822.0,1036.0,365.0,141.0,75.0,56.0,0.6437103303513418,0.05877355190164426,0.0018491678744564945,0.15552908047221922,0.01418823784252139,10.952380952380953,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Abenobashi Mahou☆Shoutengai,7.230650103792547,72414,326,2950,36280,3238,3222,26724,1701.0,4011.0,7925.0,8776.0,4269.0,2232.0,848.0,290.0,169.0,128.0,0.5010080923578314,0.04449415858811832,0.004501891899356478,0.1882104846947181,0.009786154403769481,11.260086902545003,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kerokko Demetan,5.933333333333334,965,2,32,534,49,139,211,17.0,18.0,39.0,91.0,92.0,71.0,25.0,21.0,21.0,10.0,0.5533678756476684,0.14404145077720207,0.002072538860103627,0.08641975308641975,0.07654320987654321,3.841726618705036,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zettai Shounen,6.843415340086831,16887,59,772,3875,823,877,10540,176.0,324.0,694.0,980.0,650.0,346.0,153.0,73.0,36.0,23.0,0.22946645348492922,0.051933439924202046,0.003493811807899568,0.1447178002894356,0.0170767004341534,4.418472063854048,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Akahori Gedou Hour Rabuge,6.054421768707483,4838,7,239,1613,218,344,2424,64.0,44.0,137.0,326.0,297.0,208.0,128.0,57.0,29.0,33.0,0.333402232327408,0.07110376188507647,0.0014468788755684168,0.08163265306122448,0.04686318972033258,4.688953488372093,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Chiisana Obake: Acchi, Kocchi, Socchi",6.057245080500895,1582,2,43,835,51,158,495,34.0,22.0,52.0,103.0,153.0,107.0,36.0,25.0,12.0,15.0,0.5278128950695322,0.09987357774968394,0.0012642225031605564,0.1001788908765653,0.04830053667262969,5.284810126582278,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ace wo Nerae!,6.969210754553339,9056,57,461,2744,446,413,4992,122.0,212.0,519.0,723.0,371.0,207.0,79.0,29.0,22.0,22.0,0.3030035335689046,0.04560512367491166,0.00629416961130742,0.1448395490026019,0.019080659150043366,6.6440677966101696,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Hand Maid May,6.729255145377327,25549,33,871,16773,700,1001,6204,527.0,965.0,2097.0,3698.0,2590.0,1403.0,571.0,210.0,124.0,59.0,0.656503189948726,0.03917961564053388,0.0012916356804571608,0.12185560274420124,0.01494609604704345,16.756243756243755,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Najica Dengeki Sakusen,5.9229466553768,12788,10,487,7280,454,910,3657,144.0,231.0,585.0,1350.0,1432.0,1023.0,579.0,284.0,174.0,103.0,0.569283703472005,0.07116046293400062,0.0007819831091648421,0.06350550381033022,0.04690939881456393,8.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paradise Kiss,7.808077982741983,150951,2842,5461,90827,4289,4516,45858,9769.0,14423.0,19636.0,16048.0,6720.0,2927.0,1118.0,433.0,225.0,204.0,0.6016985644348166,0.029916992931481076,0.018827301574683174,0.33833545445645635,0.005999748262310672,20.112267493356953,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mousou Dairinin,7.676756330335017,288459,4214,14579,136786,11188,7967,117939,13249.0,22455.0,33570.0,26169.0,11470.0,4973.0,2692.0,950.0,547.0,546.0,0.474195639588295,0.027619176382085497,0.014608661889557962,0.3061541231853611,0.009372239991082224,17.16907242374796,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kidou Keisatsu Patlabor: On Television,7.634877044064411,28592,361,1988,9119,1642,1000,14843,793.0,1201.0,2484.0,2169.0,831.0,365.0,102.0,36.0,12.0,18.0,0.318935366536094,0.03497481813094572,0.012625909345271405,0.24890775184121833,0.003744850830108601,9.119,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peach Girl,6.922798638040291,79223,815,2808,52978,2517,5523,15397,3550.0,4907.0,8200.0,10506.0,6750.0,4025.0,2131.0,966.0,670.0,587.0,0.6687199424409578,0.06971460308243818,0.010287416533077515,0.19996689681263596,0.02972193322614206,9.592250588448307,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Petshop of Horrors,7.295540613648659,51510,339,1158,33334,817,833,15368,2229.0,3452.0,6091.0,7132.0,3902.0,1870.0,725.0,266.0,113.0,98.0,0.6471364783537177,0.01617161716171617,0.006581246359930111,0.2195301027900147,0.008153644021949145,40.016806722689076,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Puchi Pri*Yucie,7.397765144089394,12118,83,490,6683,481,552,3912,534.0,689.0,1222.0,1340.0,743.0,405.0,102.0,30.0,22.0,14.0,0.5514936458161412,0.04555207129889421,0.00684931506849315,0.23975691040972358,0.007057439717702411,12.106884057971014,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Piano (TV),5.965083798882682,7678,8,274,3396,332,646,3030,84.0,114.0,291.0,630.0,681.0,552.0,275.0,118.0,61.0,58.0,0.4423026829903621,0.08413649387861422,0.001041938004688721,0.0691340782122905,0.04155027932960894,5.256965944272446,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Planetes,8.214137638596602,195630,3540,11078,70506,8862,5944,99240,10836.0,18748.0,18579.0,9310.0,3409.0,1575.0,646.0,258.0,133.0,180.0,0.36040484588253335,0.030383887951745642,0.01809538414353627,0.46461664101517103,0.004915664164337092,11.861709286675639,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Midori no Hibi,7.261815414490776,136704,603,3958,97410,3158,4179,27999,4886.0,9451.0,19773.0,22705.0,11132.0,5010.0,1826.0,723.0,391.0,317.0,0.7125614466292135,0.030569698033707866,0.004410990168539326,0.18811504448001679,0.009289631826173669,23.30940416367552,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mahoujin Guruguru,7.603058741744873,8821,66,542,3374,588,552,3765,325.0,415.0,805.0,806.0,327.0,127.0,34.0,12.0,12.0,14.0,0.382496315610475,0.06257793900918263,0.007482144881532706,0.2572123740006952,0.009037191518943343,6.11231884057971,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Dokidoki♡Densetsu: Mahoujin Guruguru,7.278606965174129,3287,9,158,1563,162,194,1210,112.0,142.0,276.0,351.0,198.0,79.0,18.0,11.0,8.0,11.0,0.47550958320657133,0.05902038332826286,0.0027380590203833284,0.21061359867330018,0.015754560530679935,8.056701030927835,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mama wa Shougaku 4 Nensei,7.229679802955665,4232,24,212,2071,235,205,1509,173.0,172.0,360.0,438.0,281.0,114.0,40.0,19.0,17.0,10.0,0.4893667296786389,0.048440453686200376,0.005671077504725898,0.2124384236453202,0.0166256157635468,10.102439024390243,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Marmalade Boy,7.43019508057676,42135,578,2957,20651,2972,3067,12488,2237.0,2484.0,3997.0,4496.0,2396.0,1227.0,463.0,192.0,97.0,96.0,0.4901151062062418,0.07278984217396464,0.013717811795419485,0.26694939214023183,0.010913203279615494,6.733289859797848,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Matantei Loki Ragnarok,7.242806831018672,33954,208,1538,18599,1841,1978,9998,1270.0,1745.0,3518.0,4330.0,2281.0,1262.0,379.0,148.0,66.0,50.0,0.5477705130470637,0.05825528656417506,0.006125935088649349,0.20034553790949564,0.007708153365672138,9.402932254802831,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ginyuu Mokushiroku Meine Liebe,6.378767671379034,11611,34,505,4246,617,936,5307,150.0,239.0,533.0,956.0,817.0,586.0,245.0,100.0,72.0,51.0,0.3656877099302386,0.08061321160968048,0.0029282576866764276,0.10376100293411576,0.03280874899973326,4.536324786324786,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Psychic Academy,6.198152424942263,9977,8,363,5925,296,509,2884,166.0,227.0,543.0,1034.0,1003.0,682.0,338.0,171.0,94.0,72.0,0.5938658915505663,0.05101733988172798,0.0008018442417560389,0.0907621247113164,0.03833718244803695,11.640471512770137,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Versailles no Bara,8.225165562913908,68422,2375,4264,25057,3813,2311,32977,5620.0,5081.0,5459.0,3342.0,1418.0,645.0,298.0,124.0,72.0,138.0,0.36621262167139224,0.0337756861828067,0.03471105784689135,0.48209217461819165,0.00946073793755913,10.842492427520554,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Serial Experiments Lain,7.9897768932649,480696,16764,30943,218721,23045,15267,192720,39531.0,41993.0,47711.0,31785.0,14563.0,7223.0,4016.0,1690.0,1083.0,1345.0,0.4550089869688951,0.031760197713315695,0.03487443207349344,0.4269613491149052,0.012716036451241228,14.326390253487915,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
